taskId,ownerDeviceId,arrivalTime,taskType,dataSizeKb,workload,quantumSuitability,deadline,priority,memoryMb,energyLocalEst
635,5,60.7599,video_processing,382.53,46.7881,0.0257,60.7851,3,285.0,0.389901
636,10,61.0035,sensor_data,261.74,12.7945,0.1577,61.0236,1,363.7,0.106621
637,7,61.1394,sensor_data,108.93,8.8072,0.1546,61.1504,2,239.4,0.073393
638,10,61.3639,control_signal,87.62,6.0464,0.1307,61.3719,3,164.7,0.050387
639,3,61.3795,cnn_inference,173.1,69.5915,0.1087,61.394,3,303.9,0.579929
640,1,61.5109,control_signal,194.73,4.5883,0.1229,61.5171,2,175.1,0.038236
641,10,61.5502,cnn_inference,117.54,53.1138,0.0833,61.5789,1,412.8,0.442615
642,14,61.8355,control_signal,412.18,1.1659,0.0998,61.8399,3,287.3,0.009716
643,8,61.8977,cnn_inference,326.55,42.6226,0.1436,61.9064,3,360.9,0.355188
644,4,61.988,control_signal,322.18,6.0088,0.1006,61.9941,1,105.2,0.050073
645,3,62.0185,knapsack,96.44,14.9559,0.8944,62.0467,3,179.8,0.124633
646,4,62.0788,maxcut,30.6,49.2603,0.9136,62.1035,1,123.0,0.410503
647,10,62.2093,control_signal,263.69,1.594,0.123,62.2198,4,62.7,0.013283
648,11,62.3088,knapsack,418.29,43.3127,0.9413,62.3207,1,113.9,0.360939
649,10,62.3102,sensor_data,315.53,8.0433,0.1479,62.3279,1,111.8,0.067028
650,14,62.3135,knapsack,301.35,30.2184,0.9323,62.3314,4,409.1,0.25182
651,7,62.3709,control_signal,375.96,3.0503,0.0896,62.375,2,309.4,0.025419
652,2,62.512,control_signal,496.3,6.7209,0.1006,62.5165,1,193.0,0.056008
653,3,62.5994,maxcut,202.95,23.3766,0.9541,62.6166,3,436.2,0.194805
654,10,62.6182,cnn_inference,139.45,37.3864,0.0725,62.627,1,358.4,0.311554
655,3,62.7703,molecular_sim,234.4,21.3012,1.0,62.8012,1,248.8,0.17751
656,9,63.0861,cnn_inference,17.07,33.7642,0.0723,63.1009,1,279.9,0.281368
657,4,63.1246,portfolio,150.37,33.6922,0.9506,63.1577,3,419.2,0.280768
658,5,63.1855,tsp,118.3,36.7723,0.9304,63.2245,4,209.4,0.306436
659,10,63.2407,knapsack,415.42,35.9684,0.9298,63.2668,2,358.2,0.299737
660,5,63.2732,tsp,63.03,28.9008,0.9902,63.2977,3,495.1,0.24084
661,7,63.313,aggregation,409.81,16.4392,0.3496,63.3338,4,428.3,0.136993
662,6,63.3465,knapsack,254.35,31.9053,0.9397,63.3584,3,444.6,0.265877
663,10,63.3655,sensor_data,14.97,13.1441,0.1535,63.3846,3,105.7,0.109534
664,0,63.3711,knapsack,489.7,42.5783,0.9556,63.4096,4,111.4,0.354819
665,6,63.4027,control_signal,67.23,6.8705,0.1311,63.4084,5,130.3,0.057254
666,5,63.606,image_processing,439.56,27.4666,0.045,63.6359,5,181.5,0.228888
667,6,63.6424,maxcut,391.83,31.2933,0.9591,63.6525,5,294.3,0.260778
668,5,63.6677,molecular_sim,221.61,7.4019,0.9852,63.7002,2,442.3,0.061683
669,11,63.8133,maxcut,289.54,11.3832,0.9615,63.8273,4,459.7,0.09486
670,9,63.8617,image_processing,436.31,29.2709,0.0452,63.877,2,154.5,0.243924
671,1,63.9958,portfolio,16.29,13.0494,0.9179,64.0073,1,424.6,0.108745
672,7,64.1046,video_processing,104.03,44.6752,0.0,64.136,1,314.6,0.372294
673,10,64.2134,tsp,128.34,14.7881,0.9833,64.2382,2,386.9,0.123234
674,0,64.2475,knapsack,193.53,33.883,0.8845,64.2867,1,298.3,0.282358
675,13,64.3275,video_processing,423.92,32.6782,0.0018,64.3425,4,248.5,0.272318
676,14,64.5994,alert,51.57,1.6463,0.1382,64.6082,2,170.7,0.013719
677,3,64.7266,alert,74.59,3.0579,0.1035,64.7337,4,50.2,0.025483
678,0,64.841,molecular_sim,165.74,22.1725,0.962,64.8584,1,52.5,0.18477
679,12,64.8977,cnn_inference,365.31,35.8323,0.0914,64.9198,1,202.1,0.298602
680,3,65.007,alert,102.76,1.9526,0.0937,65.0146,1,94.3,0.016272
681,11,65.0757,video_processing,169.92,58.6645,0.0245,65.105,5,388.7,0.488871
682,12,65.0925,sensor_data,57.54,6.6599,0.1462,65.106,2,69.9,0.055499
683,12,65.1257,tsp,177.14,56.5749,0.9504,65.1526,3,461.9,0.471458
684,9,65.1417,cnn_inference,490.68,53.0102,0.0539,65.1651,2,231.2,0.441752
685,0,65.2442,image_processing,186.0,45.5326,0.006,65.2677,2,249.0,0.379439
686,0,65.2537,cnn_inference,366.74,70.569,0.0909,65.266,3,171.3,0.588075
687,1,65.2623,video_processing,105.47,58.6022,0.0355,65.2757,2,70.4,0.488352
688,6,65.2825,sensor_data,257.9,3.9333,0.1261,65.3073,2,308.2,0.032777
689,7,65.3271,maxcut,152.05,17.3582,0.929,65.349,1,440.9,0.144652
690,0,65.3436,sensor_data,86.15,6.9659,0.16,65.3535,2,371.4,0.058049
691,9,65.4665,maxcut,286.87,31.8179,0.9283,65.4829,1,285.5,0.26515
692,1,65.5389,image_processing,454.89,38.6959,0.091,65.5565,2,428.1,0.322466
693,14,66.0179,maxcut,337.66,27.6041,0.9225,66.0405,4,311.5,0.230034
694,9,66.3376,knapsack,54.67,9.5627,0.9196,66.3526,5,495.1,0.079689
695,8,66.4048,cnn_inference,220.4,48.9319,0.0735,66.4173,2,471.7,0.407766
696,13,66.4644,video_processing,443.61,31.0907,0.0461,66.4805,1,75.1,0.259089
697,12,66.4756,sensor_data,402.53,7.8927,0.179,66.4821,1,63.0,0.065773
698,6,66.63,maxcut,366.3,39.6859,0.9447,66.6411,1,353.3,0.330716
699,2,66.9603,sensor_data,200.88,2.7713,0.1458,66.9707,1,437.4,0.023094
700,8,67.022,image_processing,362.65,78.1133,0.0083,67.0496,5,469.4,0.650944
701,12,67.17,alert,325.74,1.6584,0.1191,67.1804,1,495.9,0.01382
702,3,67.1719,image_processing,53.54,51.2892,0.0372,67.1958,3,442.1,0.42741
703,0,67.8638,molecular_sim,476.5,22.7355,0.9829,67.9084,1,369.6,0.189463
704,7,67.8737,cnn_inference,123.14,65.3245,0.0909,67.895,2,449.7,0.544371
705,6,68.0153,knapsack,293.73,33.0982,0.9237,68.0507,2,165.4,0.275818
706,6,68.0204,alert,195.73,3.546,0.0479,68.0304,2,205.7,0.02955
707,13,68.0526,knapsack,441.59,37.98,0.901,68.0898,2,181.2,0.3165
708,9,68.0902,alert,383.98,4.6353,0.0956,68.1015,2,176.4,0.038627
709,13,68.1893,image_processing,241.31,39.6907,0.035,68.2085,2,345.4,0.330756
710,7,68.1956,knapsack,110.78,44.5067,0.9582,68.2185,3,374.3,0.370889
711,10,68.2377,aggregation,149.31,6.0322,0.3743,68.2611,1,186.8,0.050268
712,13,68.2604,portfolio,332.7,25.1244,0.8861,68.2965,4,130.1,0.20937
713,14,68.2717,control_signal,108.8,2.93,0.0994,68.2865,1,339.2,0.024417
714,4,68.4295,knapsack,86.2,33.2471,0.9269,68.4633,3,425.9,0.277059
715,1,68.4745,knapsack,105.39,16.7227,0.9293,68.5003,3,494.5,0.139355
716,3,68.4837,video_processing,222.66,36.6509,0.0248,68.5127,5,296.8,0.305424
717,10,68.5374,knapsack,348.54,26.8905,0.9068,68.5737,2,293.9,0.224088
718,10,68.5557,sensor_data,203.55,3.0419,0.151,68.563,2,113.0,0.025349
719,13,68.5558,image_processing,303.58,46.4974,0.0094,68.584,2,284.2,0.387478
720,4,68.5661,control_signal,420.61,5.0251,0.0569,68.5802,4,154.2,0.041876
721,13,68.6781,knapsack,382.71,36.9841,0.9547,68.7086,1,181.5,0.3082
722,7,68.6782,portfolio,364.66,32.6899,0.8771,68.7024,2,379.3,0.272416
723,12,68.7229,maxcut,282.43,46.9422,0.9356,68.7409,4,165.3,0.391185
724,11,68.7885,alert,495.97,5.3312,0.0931,68.7974,3,103.1,0.044427
725,14,68.8165,tsp,180.36,49.5157,0.981,68.8339,4,264.9,0.412631
726,13,68.8919,sensor_data,332.94,14.6622,0.1449,68.902,1,507.9,0.122185
727,3,69.063,portfolio,425.46,32.5974,0.9203,69.0778,1,254.2,0.271645
728,7,69.1217,molecular_sim,293.84,19.6596,0.9976,69.1481,4,407.1,0.16383
729,11,69.1767,tsp,291.92,57.1395,0.9539,69.2043,4,118.6,0.476163
730,2,69.1909,sensor_data,329.11,3.9436,0.1337,69.2105,1,190.4,0.032863
731,4,69.25,alert,177.79,3.2434,0.1229,69.2558,5,189.8,0.027028
732,0,69.4672,image_processing,355.27,25.0163,0.0431,69.4971,1,257.3,0.208469
733,2,69.5218,knapsack,374.0,13.1637,0.921,69.547,4,164.0,0.109697
734,13,69.5901,image_processing,284.16,35.5301,0.0422,69.5989,3,179.3,0.296084
735,10,69.8595,control_signal,88.36,2.682,0.0699,69.8644,2,444.6,0.02235
736,2,69.8969,control_signal,67.88,2.6081,0.0949,69.9048,5,252.4,0.021734
737,13,69.9011,video_processing,450.19,56.6397,0.0205,69.9266,3,296.0,0.471998
738,9,70.0979,cnn_inference,484.77,51.6561,0.1152,70.1226,5,429.2,0.430467
739,12,70.1626,cnn_inference,136.08,67.4666,0.0772,70.1812,1,496.6,0.562222
740,12,70.176,image_processing,403.64,35.2491,0.0797,70.1936,5,211.3,0.293743
741,5,70.1842,maxcut,18.54,23.3691,0.9319,70.2061,1,175.5,0.194743
742,2,70.2468,sensor_data,63.21,3.3729,0.1657,70.2562,1,380.4,0.028107
743,14,70.3938,maxcut,71.44,35.4749,0.9844,70.4334,2,443.5,0.295624
744,3,70.3967,portfolio,219.68,37.9145,0.9066,70.4068,1,470.3,0.315954
745,9,70.4035,video_processing,341.85,57.0658,0.0458,70.431,1,457.0,0.475548
746,8,70.414,sensor_data,399.0,5.4179,0.2019,70.433,2,60.9,0.045149
747,14,70.4299,control_signal,58.98,2.4427,0.0825,70.4408,1,61.9,0.020355
748,13,70.5233,portfolio,267.3,32.4444,0.9345,70.5534,2,224.1,0.27037
749,12,70.5286,cnn_inference,172.9,77.9396,0.1002,70.5459,4,112.7,0.649496
750,12,70.7073,maxcut,104.22,45.7815,0.959,70.7316,4,219.8,0.381512
751,9,70.9432,portfolio,77.23,26.8706,0.9195,70.9737,2,462.0,0.223922
752,0,71.4111,image_processing,414.0,59.6319,0.0472,71.4322,1,213.0,0.496933
753,13,71.4121,aggregation,231.02,22.7195,0.3713,71.4305,1,462.3,0.189329
754,12,71.4323,image_processing,363.68,36.7664,0.0754,71.443,3,158.2,0.306387
755,8,71.5011,video_processing,252.14,78.8577,0.0482,71.5225,1,295.6,0.657147
756,9,71.5076,knapsack,318.86,14.4984,0.9511,71.527,3,437.7,0.12082
757,1,71.893,sensor_data,202.85,12.9275,0.1501,71.907,2,243.3,0.107729
758,1,72.2073,image_processing,378.43,43.3667,0.0409,72.2213,3,422.4,0.361389
759,3,72.2713,cnn_inference,488.73,72.7042,0.0918,72.2815,1,325.7,0.605868
760,11,72.4584,molecular_sim,14.15,19.9642,0.967,72.4756,1,95.5,0.166369
761,8,72.6525,cnn_inference,18.24,56.2933,0.041,72.6757,1,409.2,0.469111
762,13,72.7232,image_processing,212.69,24.889,0.0371,72.7507,1,70.3,0.207409
763,7,72.769,cnn_inference,325.02,75.4935,0.0695,72.784,4,269.8,0.629112
764,12,72.957,molecular_sim,488.78,13.7126,0.9945,72.9882,2,227.9,0.114272
765,4,73.013,molecular_sim,196.52,18.6985,0.94,73.0533,2,335.0,0.155821
766,0,73.2455,video_processing,381.55,52.7735,0.0421,73.2735,4,223.2,0.439779
767,1,73.3402,portfolio,282.21,34.4307,0.8858,73.3692,4,137.8,0.286922
768,8,73.4043,knapsack,196.0,25.1046,0.9209,73.4291,4,407.0,0.209205
769,1,73.4511,cnn_inference,92.29,77.5027,0.094,73.4765,1,206.2,0.645855
770,1,73.4832,image_processing,70.52,31.5356,0.0519,73.4954,5,354.1,0.262797
771,10,73.5039,aggregation,283.58,14.7978,0.3585,73.5245,1,447.9,0.123315
772,9,73.5049,sensor_data,487.14,8.421,0.0959,73.515,2,125.0,0.070175
773,2,73.534,tsp,354.03,41.8086,0.9518,73.5708,5,383.9,0.348405
774,5,73.5357,cnn_inference,108.89,33.9883,0.1287,73.5529,5,510.0,0.283236
775,8,73.5591,molecular_sim,175.09,22.7307,0.982,73.579,1,201.6,0.189423
776,3,73.8688,knapsack,169.13,17.132,0.9388,73.8814,2,213.8,0.142767
777,1,74.1004,image_processing,343.67,22.6052,0.0435,74.1208,3,252.3,0.188377
778,5,74.3256,maxcut,342.16,35.0034,0.9402,74.3454,1,79.1,0.291695
779,11,74.3631,video_processing,478.95,46.8776,0.0044,74.3965,2,172.1,0.390647
780,9,74.6425,video_processing,112.9,59.229,0.0424,74.6541,1,107.2,0.493575
781,12,74.7501,aggregation,186.43,5.277,0.3866,74.779,2,371.5,0.043975
782,4,74.7543,image_processing,493.8,69.0262,0.0857,74.7801,2,395.2,0.575218
783,1,74.7789,cnn_inference,444.02,63.3302,0.1096,74.8034,2,351.9,0.527752
784,4,74.8802,cnn_inference,259.27,67.5588,0.0726,74.8974,2,128.1,0.56299
785,4,74.8968,portfolio,128.32,41.7491,0.8909,74.936,3,315.1,0.347909
786,10,74.9079,video_processing,43.25,63.8712,0.0129,74.932,1,377.2,0.53226
787,14,75.0419,image_processing,389.21,52.9131,0.0914,75.0583,3,380.0,0.440943
788,10,75.0424,aggregation,319.66,16.9079,0.3811,75.0531,3,270.5,0.140899
789,6,75.0457,portfolio,184.83,28.3514,0.8648,75.083,1,316.3,0.236262
790,5,75.2284,tsp,288.01,38.2421,0.9713,75.2563,4,217.0,0.318684
791,0,75.2611,maxcut,412.15,57.561,0.971,75.2719,1,413.1,0.479675
792,10,75.513,alert,165.26,5.8279,0.0922,75.5231,3,326.2,0.048566
793,11,75.657,tsp,136.25,10.2591,0.9592,75.6709,5,289.6,0.085492
794,11,75.7646,control_signal,373.6,6.1446,0.1055,75.7781,3,466.5,0.051205
795,8,75.8047,cnn_inference,407.67,56.4287,0.0841,75.8227,1,50.6,0.470239
796,7,75.8208,tsp,129.26,58.8272,0.9679,75.8524,5,226.3,0.490226
797,8,75.8281,tsp,490.09,11.3468,0.964,75.8677,2,273.0,0.094557
798,1,75.9624,cnn_inference,450.85,59.9851,0.0796,75.9839,1,155.8,0.499876
799,3,75.9723,maxcut,60.32,16.1943,0.9596,76.001,3,459.8,0.134953
800,13,75.9914,video_processing,481.55,35.8568,0.0229,76.0255,2,200.5,0.298807
801,1,76.0633,image_processing,190.88,37.5013,0.0258,76.0762,2,107.8,0.312511
802,5,76.067,control_signal,93.56,1.9825,0.1159,76.0755,1,176.3,0.016521
803,1,76.1681,tsp,474.22,28.8384,0.9899,76.1997,2,377.0,0.24032
804,9,76.1744,maxcut,236.29,25.1791,0.9424,76.2083,1,509.0,0.209826
805,10,76.1935,knapsack,399.51,48.1473,0.9393,76.2287,1,342.3,0.401228
806,11,76.2012,sensor_data,245.12,5.5303,0.1381,76.2128,3,436.7,0.046086
807,12,76.4201,sensor_data,174.36,10.79,0.1433,76.4346,1,54.7,0.089916
808,5,76.7559,maxcut,31.94,38.5951,0.923,76.774,3,312.5,0.321626
809,8,76.8791,molecular_sim,342.77,8.6834,0.9938,76.9145,2,422.6,0.072361
810,13,76.9891,molecular_sim,205.59,22.2506,0.9495,77.0269,1,491.5,0.185422
811,14,77.0164,control_signal,234.83,3.0359,0.1277,77.0238,4,190.7,0.025299
812,6,77.1221,video_processing,341.62,32.1757,0.0132,77.1399,1,157.5,0.268131
813,8,77.233,sensor_data,385.08,4.0309,0.1591,77.2522,1,443.6,0.033591
814,10,77.3669,molecular_sim,283.66,24.0951,1.0,77.4029,3,511.7,0.200792
815,14,77.5171,cnn_inference,477.72,70.4359,0.1194,77.5439,1,126.4,0.586966
816,8,77.6725,image_processing,214.53,54.2434,0.0278,77.701,3,140.9,0.452028
817,2,77.6743,cnn_inference,370.37,31.0902,0.0807,77.6943,3,215.6,0.259085
818,0,77.7844,knapsack,136.84,48.8685,0.9122,77.8042,2,368.8,0.407238
819,5,77.876,molecular_sim,169.22,6.6823,0.9833,77.9001,1,354.4,0.055686
820,7,78.0691,portfolio,478.43,28.4929,0.9296,78.103,1,458.4,0.237441
821,9,78.0809,sensor_data,491.28,11.0032,0.1653,78.0861,3,235.9,0.091693
822,8,78.1861,tsp,395.67,18.6825,1.0,78.2116,3,327.9,0.155688
823,6,78.2461,control_signal,144.83,1.4778,0.122,78.258,1,148.8,0.012315
824,2,78.3075,cnn_inference,23.18,36.7813,0.0914,78.3178,2,138.6,0.306511
825,14,78.3227,alert,193.19,2.515,0.1393,78.3283,3,411.3,0.020958
826,5,78.4579,video_processing,152.05,51.5133,0.0062,78.4821,3,428.9,0.429277
827,7,78.5243,image_processing,395.51,79.2318,0.0483,78.5366,3,297.1,0.660265
828,7,78.5345,control_signal,229.67,5.2761,0.1118,78.5391,5,378.8,0.043968
829,14,79.2342,tsp,20.98,54.1996,0.9875,79.2606,3,75.2,0.451663
830,4,79.3218,video_processing,460.0,75.2102,0.0,79.3533,1,160.6,0.626752
831,0,79.3697,sensor_data,309.96,11.839,0.1466,79.3878,3,382.0,0.098658
832,1,79.6751,knapsack,400.73,13.5745,0.9384,79.7125,1,315.3,0.113121
833,9,79.8499,maxcut,80.78,28.4192,0.9537,79.8848,3,504.6,0.236827
834,10,79.9947,tsp,333.25,55.3925,0.9733,80.0184,4,270.4,0.461604
835,8,80.0014,cnn_inference,71.94,52.6224,0.0646,80.0267,2,228.7,0.43852
836,4,80.1067,image_processing,435.99,57.0805,0.0346,80.1185,5,261.9,0.475671
837,2,80.3113,portfolio,465.82,9.7568,0.9182,80.3331,3,211.4,0.081307
838,14,80.3756,image_processing,443.96,36.6076,0.0622,80.3883,2,354.0,0.305063
839,7,80.5125,molecular_sim,74.75,27.5433,0.9927,80.5446,5,302.6,0.229527
840,4,80.543,control_signal,176.51,1.3811,0.1133,80.5529,2,172.1,0.011509
841,12,80.557,knapsack,291.95,9.5479,0.9202,80.5956,2,227.6,0.079566
842,10,80.7597,knapsack,387.35,19.5975,0.9368,80.7841,4,430.4,0.163312
843,0,80.8108,maxcut,457.78,14.5735,0.9319,80.8443,5,187.8,0.121446
844,12,80.8778,cnn_inference,48.82,71.1396,0.0686,80.889,5,246.7,0.59283
845,6,80.9116,molecular_sim,40.73,13.9076,0.9915,80.9596,1,414.8,0.115896
846,8,80.9764,knapsack,16.96,9.4473,0.9074,80.9942,1,391.1,0.078728
847,5,81.0091,control_signal,499.93,7.2877,0.0983,81.0166,4,298.3,0.06073
848,3,81.0144,portfolio,480.11,27.0685,0.8843,81.0248,3,322.2,0.225571
849,6,81.2012,maxcut,301.55,48.2494,0.9713,81.214,3,436.0,0.402078
850,3,81.2187,control_signal,106.92,4.2304,0.0942,81.2239,1,279.3,0.035253
851,8,81.2547,sensor_data,303.7,4.4274,0.1238,81.263,5,434.6,0.036895
852,9,81.4368,sensor_data,53.86,3.7447,0.152,81.4505,2,153.4,0.031206
853,11,81.5395,aggregation,85.5,22.6011,0.3737,81.5632,1,352.1,0.188343
854,9,81.6211,molecular_sim,163.94,16.8172,1.0,81.6445,2,328.7,0.140143
855,2,81.8246,alert,65.62,3.6924,0.0797,81.8351,3,272.7,0.03077
856,8,81.8413,tsp,114.27,55.3108,0.995,81.8515,1,411.0,0.460923
857,0,81.9039,cnn_inference,235.82,38.8667,0.101,81.9197,2,290.9,0.323889
858,7,81.9629,portfolio,459.03,23.7086,0.8951,81.988,3,405.2,0.197571
859,6,82.29,portfolio,88.76,37.2453,0.8976,82.3006,1,487.5,0.310377
860,14,82.4517,sensor_data,172.8,3.4057,0.1444,82.4716,2,355.7,0.028381
861,5,82.4724,tsp,227.46,35.077,0.9457,82.488,2,389.8,0.292309
862,14,82.488,control_signal,277.14,5.3506,0.1264,82.4987,1,372.6,0.044589
863,8,82.5314,sensor_data,187.71,8.6622,0.1999,82.5498,1,77.3,0.072185
864,5,82.5519,image_processing,392.45,30.0123,0.0293,82.565,4,226.9,0.250102
865,9,82.5957,knapsack,32.32,12.6582,0.9557,82.6174,2,494.2,0.105485
866,7,82.6063,control_signal,197.94,1.9049,0.104,82.6207,3,501.0,0.015874
867,8,82.6904,cnn_inference,65.06,45.2673,0.0719,82.6996,1,458.5,0.377227
868,10,82.7113,portfolio,156.58,16.183,0.913,82.7489,2,444.7,0.134858
869,14,82.7342,aggregation,225.6,23.2807,0.3287,82.7449,1,458.3,0.194006
870,0,83.1099,video_processing,475.46,74.84,0.0418,83.1361,1,216.0,0.623666
871,10,83.2684,tsp,18.88,59.0592,0.9678,83.2792,2,169.4,0.49216
872,12,83.4689,knapsack,81.4,41.2073,0.9147,83.4902,5,335.5,0.343394
873,9,83.475,image_processing,407.48,42.2677,0.0445,83.5011,3,460.2,0.35223
874,4,83.5036,sensor_data,492.42,7.2578,0.1685,83.5286,2,315.1,0.060482
875,0,83.5475,aggregation,168.09,24.7127,0.3543,83.5569,4,405.0,0.205939
876,11,83.7113,video_processing,153.95,47.8395,0.0167,83.7415,3,385.5,0.398663
877,2,83.8,control_signal,77.65,3.2392,0.0563,83.8051,2,75.5,0.026993
878,14,83.8005,aggregation,353.96,5.9787,0.3277,83.8197,4,316.6,0.049822
879,10,83.8321,knapsack,290.58,8.1083,0.8833,83.8706,2,64.3,0.067569
880,13,83.9902,portfolio,41.25,34.0768,0.8871,84.0078,2,196.5,0.283973
881,3,84.5217,sensor_data,29.9,12.6572,0.1181,84.5372,1,401.9,0.105476
882,11,84.5613,sensor_data,495.83,3.851,0.1374,84.5747,3,482.1,0.032092
883,3,84.62,knapsack,319.93,26.9367,0.9185,84.641,2,508.3,0.224472
884,2,84.7073,aggregation,140.03,13.0314,0.3692,84.7269,5,471.1,0.108595
885,11,84.766,alert,426.86,5.9846,0.0783,84.7736,1,435.5,0.049872
886,7,84.9218,video_processing,217.66,45.5725,0.0089,84.9326,2,153.9,0.379771
887,0,85.1291,maxcut,64.58,39.207,0.935,85.164,3,123.9,0.326725
888,7,85.1489,cnn_inference,98.67,62.1149,0.0958,85.1681,2,222.3,0.517624
889,0,85.2231,video_processing,125.53,48.9152,0.0295,85.2437,1,70.9,0.407627
890,8,85.2335,control_signal,433.11,6.3838,0.0869,85.2397,1,234.4,0.053198
891,12,85.2499,control_signal,304.01,3.7522,0.074,85.2569,1,352.6,0.031269
892,6,85.3093,molecular_sim,371.85,11.0231,0.996,85.3382,2,92.4,0.091859
893,0,85.3437,image_processing,456.32,50.4613,0.0634,85.3697,4,319.2,0.420511
894,8,85.3523,video_processing,140.94,40.8307,0.0078,85.3837,5,442.1,0.340256
895,11,85.4224,image_processing,180.45,74.54,0.0753,85.431,3,212.4,0.621167
896,14,85.548,maxcut,366.5,24.0607,0.948,85.5581,2,501.7,0.200506
897,6,85.6705,video_processing,476.78,27.8718,0.0,85.6828,3,247.6,0.232265
898,3,85.706,control_signal,154.38,2.4109,0.1229,85.7184,2,153.0,0.020091
899,0,85.7784,molecular_sim,274.89,29.1284,0.9821,85.823,1,379.4,0.242736
900,7,85.7992,knapsack,129.18,25.3221,0.9267,85.8312,4,225.4,0.211017
901,7,85.8237,portfolio,246.87,15.2194,0.8895,85.8443,1,367.0,0.126829
902,11,85.8601,molecular_sim,298.51,28.627,0.9847,85.8798,3,165.8,0.238558
903,9,86.1268,cnn_inference,486.68,45.9193,0.0762,86.1493,2,349.5,0.382661
904,8,86.177,portfolio,397.23,17.3634,0.9359,86.1932,1,421.6,0.144695
905,3,86.2597,maxcut,349.66,58.3578,0.9335,86.2724,3,205.9,0.486315
906,3,86.3315,sensor_data,141.73,11.6377,0.1194,86.354,1,327.1,0.096981
907,10,86.4605,knapsack,115.35,19.6199,0.9307,86.479,3,302.7,0.163499
908,12,86.7338,cnn_inference,106.47,54.1724,0.0773,86.7593,1,438.8,0.451436
909,4,86.7736,sensor_data,254.98,9.9674,0.1379,86.7811,3,264.4,0.083061
910,0,86.8967,maxcut,31.23,39.4383,0.935,86.9077,1,88.6,0.328653
911,6,86.9346,cnn_inference,485.55,36.1851,0.0849,86.9597,5,176.3,0.301542
912,0,87.1282,portfolio,156.04,34.2138,0.9164,87.149,1,376.2,0.285115
913,6,87.1422,video_processing,83.35,54.4522,0.0155,87.1547,2,353.0,0.453768
914,8,87.1558,tsp,315.58,57.9212,0.9519,87.1765,5,356.2,0.482677
915,2,87.226,alert,259.42,1.938,0.1261,87.2366,2,505.0,0.01615
916,2,87.234,image_processing,443.58,72.4024,0.0436,87.2635,1,479.6,0.603354
917,4,87.2642,image_processing,292.2,59.0972,0.0474,87.2901,4,139.5,0.492476
918,2,87.3374,image_processing,283.08,20.2851,0.0612,87.3519,1,128.8,0.169042
919,10,87.3658,video_processing,115.26,41.8114,0.0371,87.3815,3,127.5,0.348429
920,5,87.6135,video_processing,467.03,53.2519,0.0,87.6298,2,182.6,0.443766
921,5,87.6868,aggregation,38.68,18.1058,0.3113,87.7143,4,363.2,0.150882
922,5,87.7474,maxcut,137.12,15.2403,0.9211,87.7616,3,378.1,0.127002
923,3,87.8171,knapsack,52.77,42.1935,0.9282,87.8526,1,344.3,0.351613
924,2,87.9359,cnn_inference,421.05,30.7054,0.0763,87.9637,5,467.2,0.255879
925,12,87.9697,image_processing,486.69,43.9009,0.0429,87.9981,4,143.3,0.365841
926,14,88.1018,aggregation,433.34,18.3226,0.332,88.1119,1,206.7,0.152689
927,6,88.3406,knapsack,284.07,28.1237,0.9027,88.3792,4,178.5,0.234364
928,0,88.5318,sensor_data,421.64,11.1309,0.1305,88.5531,3,496.3,0.092758
929,4,88.5995,sensor_data,128.06,10.7994,0.1779,88.6045,4,378.0,0.089995
930,4,88.6223,video_processing,212.46,35.7408,0.0162,88.656,1,275.0,0.29784
931,12,88.653,molecular_sim,299.66,23.2382,1.0,88.6887,2,310.9,0.193652
932,4,88.8036,tsp,50.92,53.3048,0.9662,88.8284,4,128.7,0.444207
933,4,88.8902,image_processing,112.56,70.4159,0.0618,88.9187,3,501.8,0.586799
934,8,88.9272,video_processing,354.5,46.6275,0.0203,88.9599,5,322.0,0.388562
935,9,88.9302,cnn_inference,326.69,45.2314,0.0554,88.9576,1,301.4,0.376928
936,11,89.1146,aggregation,71.55,8.1319,0.3495,89.1317,5,246.0,0.067766
937,7,89.1302,cnn_inference,249.46,41.3544,0.0952,89.1598,1,162.0,0.34462
938,14,89.1862,alert,292.95,2.0525,0.0723,89.1908,1,428.2,0.017104
939,13,89.2156,aggregation,176.18,8.4597,0.383,89.2258,1,172.2,0.070498
940,14,89.2549,tsp,231.54,52.9484,0.9916,89.2808,5,142.0,0.441237
941,2,89.2625,knapsack,22.8,39.446,0.8793,89.2934,1,438.0,0.328717
942,9,89.2937,cnn_inference,366.6,44.7958,0.0824,89.3225,1,483.2,0.373299
943,13,89.5283,cnn_inference,194.37,46.6681,0.073,89.5523,3,378.3,0.388901
944,2,89.5849,aggregation,308.3,12.1235,0.368,89.6083,2,350.2,0.101029
945,6,89.6396,aggregation,215.51,21.0057,0.3654,89.6533,3,70.4,0.175047
946,11,89.7227,portfolio,175.63,18.4561,0.9008,89.7412,3,319.6,0.1538
947,7,89.7635,maxcut,261.28,20.3212,0.9421,89.7763,2,315.3,0.169343
948,13,89.8006,video_processing,128.18,78.5499,0.061,89.816,2,230.9,0.654582
949,13,89.8024,cnn_inference,339.29,41.6256,0.1118,89.8188,3,501.0,0.34688
950,3,89.9491,molecular_sim,274.43,29.1169,0.9778,89.9848,1,462.7,0.242641
951,3,90.0626,video_processing,134.79,56.4417,0.0272,90.0824,4,285.4,0.470348
